Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year
Supernova,14218868,14218868,NA,60000000,Jan 14 2000,PG-13,NA,MGM,Original Screenplay,Action,Science Fiction,Francis Ford Coppola,10,6.8,127,2000
Spy Game,62362560,143049560,NA,90000000,Nov 21 2001,R,126,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65,6.9,44850,2001
Spy Kids,112692062,197692062,NA,35000000,Mar 30 2001,PG,88,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93,5.7,23479,2001
The Squid and the Whale,7372734,11098131,NA,1500000,Oct 05 2005,R,NA,IDP/Goldwyn/Roadside,Based on Real Life Events,Drama,Dramatization,Noah Baumbach,93,7.6,23521,2005
Serendipity,50255310,75294136,NA,28000000,Oct 05 2001,PG-13,91,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58,6.6,32014,2001
Superstar,30628981,30628981,NA,14000000,Oct 08 1999,PG-13,82,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,NA,33,6,103,1999
Soul Survivors,3100650,4288246,NA,14000000,Sep 07 2001,PG-13,NA,Artisan,Original Screenplay,Horror,Contemporary Fiction,NA,4,3.6,5116,2001
Starship Troopers,54768952,121100000,NA,100000000,Nov 07 1997,R,129,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60,7.1,83516,1997
The Station Agent,5801558,7773824,NA,500000,Oct 03 2003,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,NA,95,7.8,22274,2003
Stay Alive,23086480,23187506,13333591,20000000,Mar 24 2006,PG-13,91,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,9,4.5,13658,2006
Small Time Crooks,17266359,29934477,NA,18000000,May 19 2000,PG,NA,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66,6.5,15636,2000
Steel,1686429,1686429,NA,16000000,Aug 15 1997,PG-13,NA,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,NA,12,2.7,4409,1997
How Stella Got Her Groove Back,37672944,37672944,NA,20000000,Aug 14 1998,R,124,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,NA,49,5.1,3080,1998
The Stepford Wives,59475623,96221971,NA,100000000,Jun 11 2004,PG-13,93,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26,5.1,26712,2004
Stepmom,91137662,119709917,NA,50000000,Dec 25 1998,PG-13,127,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43,6.2,18505,1998
Stomp the Yard,61356221,76356221,33252252,14000000,Jan 12 2007,PG-13,113,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,NA,26,4.3,13737,2007
Stranger Than Fiction,40435190,45235190,30936711,30000000,Nov 10 2006,PG-13,112,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72,7.8,74218,2006
Stick It,26910736,30399714,27642935,20000000,Apr 28 2006,PG-13,103,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,31,5.9,9556,2006
Stigmata,50041732,89441732,NA,32000000,Sep 10 1999,R,103,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22,6,29411,1999
Street Kings,26415649,65589243,13420759,20000000,Apr 11 2008,R,NA,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,36,7,40291,2008
Stuart Little,140015224,298800000,NA,105000000,Dec 17 1999,PG,92,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65,5.8,23226,1999
Stuart Little 2,64956806,166000000,NA,120000000,Jul 19 2002,PG,78,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83,5.6,7534,2002
Stealth,32116746,76416746,NA,138000000,Jul 29 2005,PG-13,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,Rob Cohen,13,4.8,21664,2005
The Statement,765637,1545064,NA,27000000,Dec 12 2003,R,NA,Sony Pictures,NA,Thriller/Suspense,NA,Norman Jewison,23,6,2735,2003
Stolen Summer,119841,119841,NA,1500000,Mar 22 2002,PG,NA,Miramax,NA,(Missing),NA,NA,35,6.4,1733,2002
The Perfect Storm,182618434,328711434,NA,120000000,Jun 30 2000,PG-13,130,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47,6.2,55716,2000
The Story of Us,27100030,27100030,NA,50000000,Oct 15 1999,R,74,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28,5.6,10720,1999
The Stepfather,29062561,29227561,6587798,20000000,Oct 16 2009,PG-13,NA,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,NA,11,5.3,6263,2009
State of Play,37017955,91445389,13578224,60000000,Apr 17 2009,PG-13,127,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84,7.3,34067,2009
The Sisterhood of the Traveling Pants 2,44089964,44154645,15266725,27000000,Aug 06 2008,PG-13,111,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,NA,64,6.2,6557,2008
Step Up,65328121,115328121,51317604,12000000,Aug 11 2006,PG-13,98,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19,6.1,21691,2006
The Straight Story,6197866,6197866,NA,10000000,Oct 15 1999,G,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95,8,36265,1999
The Strangers,52597610,80597610,15789825,9000000,May 30 2008,R,85,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,44,6,35078,2008
Stuck On You,33832741,63537164,NA,55000000,Dec 12 2003,PG-13,118,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60,5.9,23196,2003
Step Up 2 the Streets,58017783,150017783,21801408,17500000,Feb 14 2008,PG-13,NA,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,25,5.6,20345,2008
The Sum of All Fears,118471320,193500000,NA,68000000,May 31 2002,PG-13,124,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59,6.3,38586,2002
Sunshine State,3064356,3064356,NA,5600000,Jun 21 2002,PG-13,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80,6.8,2769,2002
Supercross,3102550,3252550,NA,30000000,Aug 17 2005,PG-13,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,NA,6,2.9,2514,2005
Surf's Up,58867694,145395745,46260220,100000000,Jun 08 2007,PG,86,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,NA,77,7,20974,2007
Surrogates,38577772,119668350,11099238,80000000,Sep 25 2009,PG-13,104,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39,6.3,36940,2009
Summer of Sam,19288130,19288130,NA,22000000,Jul 02 1999,R,142,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50,6.5,18431,1999
Saving Private Ryan,216335085,481635085,NA,65000000,Jul 24 1998,R,169,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91,8.5,270540,1998
S.W.A.T.,116877597,198100000,NA,70000000,Aug 08 2003,PG-13,117,Sony Pictures,Based on TV,Action,Contemporary Fiction,NA,48,5.9,43260,2003
Sideways,71502303,109705641,NA,17000000,Oct 22 2004,R,125,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97,7.8,69778,2004
Secret Window,47958031,92958031,NA,40000000,Mar 12 2004,PG-13,96,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46,6.5,53868,2004
Swept Away,598645,598645,NA,10000000,Oct 11 2002,R,NA,Sony Pictures,Remake,Romantic Comedy,Contemporary Fiction,Guy Ritchie,5,3.4,7665,2002
Swimming Pool,10130108,22441323,NA,7800000,Jul 04 2003,R,NA,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,84,6.8,19992,2003
Swimfan,28563926,28563926,NA,10000000,Sep 06 2002,PG-13,86,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,15,4.6,9577,2002
Sweet November,25288103,65754228,NA,40000000,Feb 16 2001,PG-13,120,Warner Bros.,Remake,Drama,Contemporary Fiction,NA,16,6,20891,2001
Sydney White,11892415,12778631,6828112,16500000,Sep 21 2007,PG-13,107,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,NA,37,6.2,9309,2007
Switchback,6504442,6504442,NA,38000000,Oct 31 1997,R,NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,NA,32,6.1,5141,1997
Star Wars: The Clone Wars,35161554,68161554,22831563,8500000,Aug 15 2008,PG,98,Warner Bros.,Original Screenplay,Adventure,Science Fiction,NA,19,5.4,17513,2008
The Sweetest Thing,24430272,44633441,NA,43000000,Apr 12 2002,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Roger Kumble,25,4.7,23378,2002
"Six Days, Seven Nights",74339294,164800000,NA,80000000,Jun 12 1998,PG-13,101,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37,4.7,48,1998
Sex Drive,8402485,10412485,10245880,19000000,Oct 17 2008,R,NA,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,46,6.8,26920,2008
Syriana,50824620,95024620,15415665,50000000,Nov 23 2005,R,126,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,72,7.1,53265,2005
Suspect Zero,8712564,8712564,NA,27000000,Aug 27 2004,R,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,E. Elias Merhige,18,5.8,9804,2004
Tadpole,2891288,3200241,NA,150000,Jul 19 2002,PG-13,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,78,6.1,3800,2002
Take the Lead,34742066,65742066,21100670,30000000,Apr 01 2006,PG-13,NA,New Line,Based on Real Life Events,Drama,Dramatization,NA,44,6.5,10015,2006
Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,84838372,73000000,Aug 04 2006,PG-13,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam McKay,72,6.4,50407,2006
The Talented Mr. Ripley,81292135,81292135,NA,40000000,Dec 25 1999,R,139,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82,7.2,63319,1999
Thunderbirds,6768055,28231444,NA,55000000,Jul 30 2004,PG,NA,Universal,Based on TV,Adventure,Science Fiction,Jonathan Frakes,19,4,5397,2004
The Best Man,34102780,34572780,NA,9000000,Oct 22 1999,R,120,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71,6.1,2019,1999
The Cave,15007991,27147991,NA,30000000,Aug 26 2005,PG-13,NA,Sony/Screen Gems,Original Screenplay,Horror,Science Fiction,NA,12,4.8,13025,2005
This Christmas,49121934,49778552,17922664,13000000,Nov 21 2007,PG-13,118,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,NA,55,5.4,3351,2007
The Core,31111260,74132631,NA,85000000,Mar 28 2003,PG-13,133,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42,5.3,27375,2003
The Thomas Crown Affair,69304264,124304264,NA,48000000,Aug 06 1999,R,111,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67,6.7,37692,1999
The Damned United,449865,4054204,NA,6400000,Oct 09 2009,R,97,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,Tom Hooper,94,7.5,7560,2009
The Tale of Despereaux,50877145,88717945,26233404,60000000,Dec 19 2008,G,93,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55,6.1,7460,2008
Tea with Mussolini,14395874,14395874,NA,14000000,May 14 1999,PG,116,MGM,Based on Real Life Events,Drama,Dramatization,Franco Zeffirelli,67,6.7,5435,1999
Tears of the Sun,43632458,85632458,NA,75000000,Mar 07 2003,R,121,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34,6.4,34304,2003
Not Another Teen Movie,37882551,62401343,NA,15000000,Dec 14 2001,R,89,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,28,5.5,36678,2001
Bridge to Terabithia,82234139,136934139,41383048,25000000,Feb 16 2007,PG,95,Walt Disney Pictures,Based on Book/Short Story,Drama,Fantasy,NA,85,7.4,34482,2007
Transformers,319246193,708272592,290787166,151000000,Jul 03 2007,PG-13,140,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,57,7.3,197131,2007
Transformers: Revenge of the Fallen,402111870,836303693,217509899,210000000,Jun 24 2009,PG-13,149,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,20,6,95786,2009
The Greatest Game Ever Played,15331289,15425073,37687804,25000000,Sep 30 2005,PG,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62,7.3,7876,2005
The Ghost Writer,15541549,63241549,3354366,45000000,Feb 19 2010,PG-13,NA,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84,7.6,22875,2010
The Beach,39778599,39778599,NA,50000000,Feb 11 2000,R,119,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19,4.5,229,2000
The Box,15051977,26341896,3907625,25000000,Nov 06 2009,PG-13,NA,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45,6.8,418,2009
They,12840842,12840842,NA,17000000,Nov 27 2002,PG-13,NA,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,NA,37,4.6,6550,2002
The Eye,31418697,56706727,12319404,12000000,Feb 01 2008,PG-13,NA,Lionsgate,Remake,Thriller/Suspense,Fantasy,NA,22,5.3,17304,2008
The Fog,29511112,37048526,NA,18000000,Oct 14 2005,PG-13,101,Sony Pictures,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5,3.3,15760,2005
The Thin Red Line,36400491,36400491,NA,52000000,Dec 23 1998,R,166,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78,7.5,60966,1998
Thirteen Days,34566746,66554547,NA,80000000,Dec 25 2000,PG-13,145,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82,7.3,23578,2000
The Kid,69688384,69688384,NA,65000000,Jul 07 2000,PG,104,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49,5.9,14927,2000
The Man,8330720,10393696,NA,20000000,Sep 09 2005,PG-13,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11,5.4,9356,2005
House on Haunted Hill,40846082,40846082,NA,19000000,Oct 29 1999,R,96,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25,5.2,22795,1999
The One,43905746,43905746,NA,49000000,Nov 02 2001,PG-13,87,Sony Pictures,Original Screenplay,Action,Science Fiction,James Wong,13,5.6,24416,2001
Thr3e,1008849,1060418,NA,2400000,Jan 05 2007,PG-13,NA,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,5,5,2825,2007
Three to Tango,10570375,10570375,NA,20000000,Oct 22 1999,PG-13,NA,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,28,5.8,11148,1999
The Thirteenth Floor,11810854,11810854,NA,16000000,May 28 1999,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,NA,28,6.7,19939,1999
The 13th Warrior,32698899,61698899,NA,125000000,Aug 27 1999,R,103,Walt Disney Pictures,Based on Book/Short Story,Action,Fantasy,John McTiernan,33,6.3,36151,1999
The Tuxedo,50586000,50586000,NA,60000000,Sep 27 2002,PG-13,99,Dreamworks SKG,Original Screenplay,Action,Science Fiction,NA,22,5,19370,2002
The Tigger Movie,4554533,55159800,NA,20000000,Feb 11 2000,G,77,Walt Disney Pictures,Spin-Off,Adventure,Kids Fiction,NA,61,6,2986,2000
Timeline,19480739,26703184,NA,80000000,Nov 26 2003,PG-13,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11,5.3,19318,2003
Titan A.E.,22751979,36751979,NA,75000000,Jun 16 2000,PG,95,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51,6.4,22286,2000
Titanic,600788188,1842879955,NA,200000000,Dec 19 1997,PG-13,194,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82,7.4,240732,1997
The Kids Are All Right,20553799,20553799,NA,4000000,Jul 09 2010,R,NA,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,NA,96,7.8,3093,2010
The League of Extraordinary Gentlemen,66465204,179265204,NA,78000000,Jul 11 2003,PG-13,110,20th Century Fox,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17,5.5,50710,2003
The Time Machine,56684819,98983590,NA,80000000,Mar 08 2002,PG-13,96,Dreamworks SKG,Based on Book/Short Story,Adventure,Science Fiction,NA,28,5.6,32465,2002
Tomcats,13558739,13558739,NA,11000000,Mar 30 2001,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,15,4.9,9505,2001
The Mist,25593755,54777490,29059367,13000000,Nov 21 2007,R,127,MGM,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73,7.4,76830,2007
Tomorrow Never Dies,125304276,339504276,NA,110000000,Dec 19 1997,PG-13,119,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55,6.4,46650,1997
The Royal Tenenbaums,52353636,71430876,NA,28000000,Dec 14 2001,R,110,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,79,7.6,82349,2001
The Day After Tomorrow,186740799,544272402,NA,125000000,May 28 2004,PG-13,124,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,46,6.3,92241,2004
Torque,21176322,46176322,NA,40000000,Jan 16 2004,PG-13,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,23,3.5,12986,2004
The Others,96522687,209947037,NA,17000000,Aug 10 2001,PG-13,104,Miramax,Original Screenplay,Horror,Historical Fiction,NA,84,7.8,86091,2001
The Town,30980607,33180607,NA,37000000,Sep 17 2010,R,123,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,84,8.7,493,2010
Toy Story 2,245852179,484966906,NA,90000000,Nov 19 1999,G,92,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8,119357,1999
Toy Story 3,410640665,1046340665,NA,200000000,Jun 18 2010,G,102,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,99,8.9,67380,2010
Treasure Planet,38120554,91800000,NA,100000000,Nov 27 2002,PG,96,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,NA,69,6.6,12099,2002
Traffic,124107476,208300000,NA,48000000,Dec 27 2000,R,147,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91,7.8,85759,2000
Thomas and the Magic Railroad,15911332,15911332,NA,19000000,Jul 26 2000,G,NA,Destination Films,Based on Book/Short Story,Adventure,Fantasy,NA,19,2.7,1613,2000
Training Day,76261036,104505362,NA,45000000,Oct 05 2001,R,122,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72,7.6,82057,2001
Traitor,23530831,27664173,13547082,22000000,Aug 27 2008,PG-13,113,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,61,7.1,22468,2008
Trapped,6916869,6916869,NA,30000000,Sep 20 2002,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,18,6,10685,2002
The Ring,129094024,249094024,NA,48000000,Oct 18 2002,PG-13,115,Dreamworks SKG,Remake,Horror,Contemporary Fiction,Gore Verbinski,71,5.5,589,2002
Trippin',9017070,9017070,NA,3000000,May 12 1999,R,NA,October Films,Original Screenplay,Comedy,Contemporary Fiction,NA,8,4.6,673,1999
Star Trek,257730019,385680447,98317480,140000000,May 08 2009,PG-13,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,94,8.2,134187,2009
The Terminal,77073959,218673959,NA,75000000,Jun 18 2004,PG-13,128,Dreamworks SKG,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,60,7.1,79803,2004
Transamerica,9015303,15151744,3927958,1000000,Dec 02 2005,R,NA,Weinstein Co.,Original Screenplay,Drama,Contemporary Fiction,NA,76,7.6,19343,2005
The Transporter,25296447,43928932,NA,21000000,Oct 11 2002,PG-13,92,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53,6.6,51005,2002
The Road,8114270,23914270,6599387,25000000,Nov 25 2009,R,NA,Weinstein Co.,Based on Book/Short Story,Drama,Science Fiction,NA,75,7.5,39124,2009
Tropic Thunder,110461307,188163455,50387300,90000000,Aug 13 2008,R,106,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83,7.2,104839,2008
Troy,133298577,497398577,NA,150000000,May 14 2004,R,163,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54,7,129575,2004
xXx,141930000,267200000,NA,70000000,Aug 09 2002,PG-13,124,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,48,5.5,52636,2002
Ta Ra Rum Pum,872643,9443864,NA,7400000,Apr 27 2007,Not Rated,NA,Yash Raj Films,Original Screenplay,Comedy,Contemporary Fiction,NA,67,5.1,1051,2007
The Truman Show,125618201,248400000,NA,60000000,Jun 05 1998,PG,102,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,95,8,156346,1998
Trust the Man,1530535,2548378,NA,9000000,Aug 18 2006,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,NA,27,5.8,5262,2006
Where the Truth Lies,872142,1415656,NA,25000000,Oct 14 2005,Not Rated,NA,ThinkFilm,Based on Book/Short Story,Drama,NA,Atom Egoyan,41,6.6,8951,2005
